c_connector_arm_Q,45.61671,-0.56638,-44.8903,22
cross_Q,-0.56638,186.97603,-183.89905,350
ground_main_plane,-44.8903,-183.89905,295.14701,10
c_connector_arm_Q,38.09102,-1.29132,-36.49523,3
cross_Q,-1.29132,25.66381,-23.62833,50
ground_main_plane,-36.49523,-23.62833,97.26806,10
c_connector_arm_Q,38.06734,-1.24441,-36.55934,3
cross_Q,-1.24441,50.35685,-47.69446,100
ground_main_plane,-36.55934,-47.69446,126.19082,10
c_connector_arm_Q,55.72301,-2.54966,-52.76912,3
cross_Q,-2.54966,50.28153,-46.31728,100
ground_main_plane,-52.76912,-46.31728,140.85642,60
c_connector_arm_Q,37.93509,-1.18206,-36.51763,3
cross_Q,-1.18206,76.77107,-73.85622,150
ground_main_plane,-36.51763,-73.85622,157.52669,10
c_connector_arm_Q,55.69813,-2.33781,-52.98919,3
cross_Q,-2.33781,76.80564,-72.73055,150
ground_main_plane,-52.98919,-72.73055,172.58669,60
c_connector_arm_Q,74.34435,-4.32827,-69.51739,3
cross_Q,-4.32827,76.99169,-70.92886,150
ground_main_plane,-69.51739,-70.92886,187.10436,110
c_connector_arm_Q,37.98077,-1.14254,-36.61871,3
cross_Q,-1.14254,104.05523,-100.85575,200
ground_main_plane,-36.61871,-100.85575,189.19657,10
c_connector_arm_Q,55.74185,-2.24202,-53.16789,3
cross_Q,-2.24202,104.06477,-99.7662,200
ground_main_plane,-53.16789,-99.7662,204.51529,60
c_connector_arm_Q,74.27545,-4.00073,-69.82807,3
cross_Q,-4.00073,104.23876,-98.19163,200
ground_main_plane,-69.82807,-98.19163,219.44131,110
c_connector_arm_Q,92.83281,-6.20051,-86.07444,3
cross_Q,-6.20051,104.31544,-96.05893,200
ground_main_plane,-86.07444,-96.05893,233.33926,160
c_connector_arm_Q,37.97061,-1.12596,-36.662,3
cross_Q,-1.12596,131.45606,-128.0858,250
ground_main_plane,-36.662,-128.0858,221.2666,10
c_connector_arm_Q,55.63035,-2.19999,-53.14371,3
cross_Q,-2.19999,131.40123,-126.9565,250
ground_main_plane,-53.14371,-126.9565,236.55179,60
c_connector_arm_Q,73.96223,-3.88845,-69.69386,3
cross_Q,-3.88845,131.51118,-125.37187,250
ground_main_plane,-69.69386,-125.37187,251.32673,110
c_connector_arm_Q,92.62173,-5.82668,-86.31568,3
cross_Q,-5.82668,131.77127,-123.70648,250
ground_main_plane,-86.31568,-123.70648,266.02173,160
c_connector_arm_Q,110.87899,-8.09209,-102.20984,3
cross_Q,-8.09209,131.70794,-121.3756,250
ground_main_plane,-102.20984,-121.3756,279.48982,210
c_connector_arm_Q,37.99766,-1.10804,-36.73585,3
cross_Q,-1.10804,159.24098,-155.75581,300
ground_main_plane,-36.73585,-155.75581,253.75799,10
c_connector_arm_Q,55.71193,-2.17081,-53.29428,3
cross_Q,-2.17081,159.23691,-154.66943,300
ground_main_plane,-53.29428,-154.66943,269.11895,60
c_connector_arm_Q,73.91193,-3.82739,-69.75678,3
cross_Q,-3.82739,159.18895,-152.96595,300
ground_main_plane,-69.75678,-152.96595,283.80847,110
c_connector_arm_Q,92.38162,-5.67607,-86.28842,3
cross_Q,-5.67607,159.35984,-151.28676,300
ground_main_plane,-86.28842,-151.28676,298.43635,160
c_connector_arm_Q,110.84891,-7.6678,-102.68265,3
cross_Q,-7.6678,159.4407,-149.38086,300
ground_main_plane,-102.68265,-149.38086,312.77048,210
c_connector_arm_Q,129.18512,-9.97047,-118.63489,3
cross_Q,-9.97047,159.36628,-147.00107,300
ground_main_plane,-118.63489,-147.00107,326.26868,260
c_connector_arm_Q,37.99073,-1.09595,-36.73936,3
cross_Q,-1.09595,186.88172,-183.29726,350
ground_main_plane,-36.73936,-183.29726,286.14824,10
c_connector_arm_Q,55.67918,-2.1484,-53.30238,3
cross_Q,-2.1484,186.87566,-182.23744,350
ground_main_plane,-53.30238,-182.23744,301.58958,60
c_connector_arm_Q,73.87183,-3.78864,-69.77379,3
cross_Q,-3.78864,186.8585,-180.57519,350
ground_main_plane,-69.77379,-180.57519,316.29016,110
c_connector_arm_Q,92.38021,-5.60353,-86.38794,3
